S.no,data_source,data_collection_date,url,other_metadata,tender_published_Date,tender_closing_date,tender_opening_date,tender_tile_and_id,tender_origanisation
211,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 02:00 PM,14-Feb-2023 02:00 PM,"[Providing and fixing Aluminium Partition and Internal painting works at the east side room beside ISMT classroom and cellar of FMBCT dept., to house hot stage Microscopy equipment at CSIR-CFTRI, Mysuru]
																				[E/CW/018/1007/2022-2023][2023_CSIR_144521_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR
212,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,18-Feb-2023 06:00 PM,20-Feb-2023 11:30 AM,"[Supply of Spares for Gatan Model 695 PIPS II System]
																				[AMPRI/PUR/CON/166/2022-23][2023_CSIR_144519_1]",Council of Scientific and Industrial Research||AMPRI - CSIR||Purchase-AMPRI - CSIR
213,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[EE M-WZ IV/WZ/TC/22-23/12/08]
																				[EE M-WZ IV/WZ/TC/22-23/12/08][2023_SDMC_144514_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
214,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-08]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_8]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
215,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-07]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_7]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
216,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE-Project South-II/SZ/TC/2022-23/5]
																				[EE-Project South-II/SZ/TC/2022-23/5][2023_MCD_144520_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
217,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-06]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_6]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
218,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-05]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_5]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
219,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 06:00 PM,17-Feb-2023 03:30 PM,"[CIVIL WORK]
																				[134/EEC/BSNL /JP/2022-23][2023_BSNL_144503_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||CE (CIVIL)||EE(C) Jaipur
220,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE(Pr-II)WZ/TC/2022-23/5]
																				[EE(Pr-II)WZ/TC/2022-23/5][2023_MCD_144515_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
221,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-04]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_4]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
222,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,18-Feb-2023 06:00 PM,20-Feb-2023 11:30 AM,"[Supply of  spares for FESEM ]
																				[AMPRI/PUR/CON/158/2022-23][2023_CSIR_144513_1]",Council of Scientific and Industrial Research||AMPRI - CSIR||Purchase-AMPRI - CSIR
223,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-03]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_3]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
224,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-02]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_2]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
225,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[ EE M-WZ IV/WZ/TC/22-23/12/07]
																				[ EE M-WZ IV/WZ/TC/22-23/12/07][2023_SDMC_144511_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
226,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[EE M-WZ IV/WZ/TC/22-23/12/06]
																				[EE M-WZ IV/WZ/TC/22-23/12/06][2023_SDMC_144508_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
227,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[ EE M-WZ IV/WZ/TC/22-23/12/05]
																				[ EE M-WZ IV/WZ/TC/22-23/12/05 ][2023_SDMC_144504_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
228,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 01:00 PM,"[Improvement Development of various patch in Ward No.206 Anand Vihar]
																				[EE(M)-2/SHAH.SOUTH /22-23/19/03][2023_EDMC_144439_1]",East Delhi Municipal Corporation (EDMC)||Engineering Maintenance-2 SZ
229,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 01:00 PM,"[Imp. Dev. of toilets Block and Urinals in the area of Ward No.207 Vishwas Nagar]
																				[EE(M)-2/SHAH.SOUTH /22-23/19/02][2023_EDMC_144438_1]",East Delhi Municipal Corporation (EDMC)||Engineering Maintenance-2 SZ
230,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 01:00 PM,"[Improvement Development of lanes]
																				[EE(M)-2/SHAH.SOUTH /22-23/19/01 ][2023_EDMC_144437_1]",East Delhi Municipal Corporation (EDMC)||Engineering Maintenance-2 SZ
231,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 06:00 PM,17-Feb-2023 10:00 AM,"[PUR/SEC/243/22 PRECISION SOURCE/MEASURE UNIT]
																				[PUR/SEC/243/22][2023_CSIR_141306_2]",Council of Scientific and Industrial Research||NIIST-Thiruvanthapuram - CSIR||Purchase-NIIST - CSIR
232,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,16-Feb-2023 10:00 AM,17-Feb-2023 11:00 AM,"[One time servicing and calibration of High Temperature Tribometer and Revetest Scratch Tester. ]
																				[NAL/PUR/MSD/341/22-X][2023_CSIR_144413_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
233,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:45 PM,14-Feb-2023 03:00 PM,16-Feb-2023 02:30 PM,"[Comprehensive maintenance of PAC, Window, Split AC units, AFD system and operation, monitoring and general maintenance of different Electro Mmechanical services at TE Bldg., Durgachak. Dist East Medinipur. ( 5th Call)]
																				[13/BSNL/ED-KGP/2022-23, Dated 05.07.2022(5th Call)][2023_BSNL_144506_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||CE (Electrical)
234,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:30 PM,28-Feb-2023 11:00 AM,01-Mar-2023 11:30 AM,"[ARMO of EM Installations 2022 23 SH Replacement of Resin, Sand filter, carbon filter and associated works at STP, WTP at Vijayawada Airport]
																				[AAI/BZ/JGM (E)/eNIT-MW-05/2022-23/1][2022_AAI_138019_1]",Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG ELECT-SR - AAI
235,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:30 PM,16-Feb-2023 12:00 PM,17-Feb-2023 12:00 PM,"[Repair and maintenance of Internal and external part of various Residential Buildings in various areas of South West District , Delhi. ]
																				[129/DPHCL/ENGG/NIT/2022-23][2022_DPHCL_140016_2]",Delhi Police Housing Corporation Ltd
236,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:30 PM,13-Feb-2023 10:00 AM,14-Feb-2023 10:15 AM,"[Supply of Potted plant and various item at Bhorgarh Nursery, Narela Zone.]
																				[DDH/NARELA/NIT/02/01][2023_MCD_144448_1]",Municipal Corporation of Delhi||Horticulture Department - MCD
237,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:30 PM,13-Feb-2023 10:00 AM,14-Feb-2023 10:15 AM,"[Supply of Potted plant and various item at Rajender Nagar Nursery, Karol Bagh Zone]
																				[DDH/KBZ/NIT/02/01][2023_MCD_144454_1]",Municipal Corporation of Delhi||Horticulture Department - MCD
238,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,14-Feb-2023 10:00 AM,15-Feb-2023 10:00 AM,"[28/MWEEE-I/2022-23/TC Item.13]
																				[28/MWEEE-I/2022-23/TC Item.13][2023_NDMC_144309_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC
239,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,14-Feb-2023 03:00 PM,15-Feb-2023 04:00 PM,"[Rate contract for the period of two year for the supply of vehicles for the local as well as outstation travel for MNGL officials OR VIP Guest OR Authorities at different location on call basis.]
																				[MNGL/CP/2022-23/188][2023_MNGL_142670_2]",Maharashtra Natural Gas Ltd.||Corporate Office  Pune||Contracts and Procurement
240,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,20-Feb-2023 06:00 PM,25-Feb-2023 12:00 PM,"[OPERATION AND COMPREHENSIVE MAINTENANCE OF ELECTRO-MECHANICAL SERVICES IN TE BLDGS. AT KUPWARA AND  HANDWARA IN SSA SRINAGAR J AND K]
																				[38/EE(E)/BSNL/ED/SGR/2022-23][2023_BSNL_144496_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu"
241,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,14-Feb-2023 11:00 AM,14-Feb-2023 11:05 AM,"[EE(Elect.)/CNZ/2022-23/97-01]
																				[EE(Elect.)/CNZ/2022-23/97-01][2023_SDMC_144499_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
242,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,16-Feb-2023 05:00 PM,17-Feb-2023 05:00 PM,"[Consortium partner for Setting up ICT Labs includes  Supply, Installation, Commissioning, maintenance of Hardware,Software Peripherals, Computer Education Services including manpower in 2454 Govt Elementary and Secondary Schools across Bihar]
																				[TCIL/ITBD/12/2023][2023_TCIL_144479_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||IT Division - TCIL
243,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,16-Feb-2023 02:00 PM,17-Feb-2023 03:30 PM,"[Geotechnical Investigation and Material Investigation for Preparation of DPR for Roads, Elevated Roads and Flyovers in Guwahati and Silchar Package I, II and III]
																				[RITES/HW/GUWAHATI/ GEOTECH/2023][2023_RITES_144482_1]",RITES Ltd.||ROC 1 (Sector 29 Gurugram) - RITES||Highways - RITES
244,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,13-Feb-2023 02:00 PM,14-Feb-2023 02:30 PM,"[Imp. Dev. of back lane and front lane with both side drain from H.No. B-1/248 to 289 in B-1 Block Yamuna Vihar by pdg. RMC in Ward No. 45-E, Shah(N) Zone. 2. Imp. Dev. of back lane with both drain from H.No. C-7/110 in C-7 Block in Yamuna Vihar and b]
																				[EE M II Shah N 2022-23-11-06][2023_MCD_144397_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
245,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 05:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[SITC of 50kW Ground Mounted PV Solar Power Plant at AAI. Keshod]
																				[AAI/WR/KESHOD/AGM(EE)/01][2023_AAI_143948_1]",Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||ENGG ELECT-WR - AAI
